-0.070868,0.011582,4.7322,0,-0
-0.01741,-9.9435e-05,0.30394,0,0
-0.013379,6.8327e-05,0.0021079,0,0
-0.024192,6.9502e-05,0.29419,-0,-0
0.12652,0.00012516,-4.9792,0,-0
-0.035305,1.3369e-05,-0.135,0,-0
-0.054401,0.003719,-3.9365,0,-0
-0.11074,0.0021085,2.2473,0,-0
-0.0167,0.0002479,-0.13462,0,-0
-0.022457,0.00015927,-0.43354,0,-0
0.013592,7.4208e-05,-0.26766,0,0
0.046663,0.00032071,-0.99628,-0,0
0.16256,0.00043387,-0.084642,0,0
-0.10201,-0.00061797,-2.937,-0,-0
0.096699,-0.00028352,-0.64894,0,-0
-0.096699,0.00067605,-0.64894,0,0
0.079041,0.026448,3.6056,0,-0
-0.012681,1.8083e-05,-0.068425,0,-0
0.14358,0.0022139,-0.31731,0,0
-0.11881,0.0083109,-1.9862,-0,-0
0.16663,0.0015692,0.58049,0,0
-0.16663,0.00024999,-0.58049,0,0
-0.012246,-0.00012527,0.3083,0,0
-0.0060975,0.073177,-2.1753,0,0
0.0379,0.0019634,4.6158,0,0
-0.023711,0.00053191,0.01412,0,-0
0.078973,0.0025536,0.46523,0,-0
-0.016344,0.00026887,-0.019471,0,-0
0.051815,0.0053064,4.4827,-0,0
0.043538,0.0017742,3.3997,-0,0
-0.060964,0.0053535,-2.2273,0,-0
-0.11624,0.0052788,-2.1163,0,-0
-0.018976,-2.9513e-05,-0.2223,0,0
-0.084222,-0.0014265,-0.89601,0,0
-0.012188,1.2795e-05,0.44706,0,-0
-0.015893,0.00034896,-3.5462,0,0
-0.060609,0.014346,-4.9119,0,-0
0.018191,0.00019208,-0.84765,0,0
0.017672,9.6336e-05,-0.39085,0,0
0.0044826,0.064525,2.3074,0,-0
-0.10173,0.01158,-2.5376,0,0
0.1006,-0.0003428,-0.44586,0,-0
-0.064382,0.00051668,-0.42843,0,-0
0.064382,0.00019675,-0.42843,0,0
-0.093309,0.009175,-2.4228,0,-0
0.059645,-0.00034549,1.7028,0,0
0.019161,8.3154e-05,-0.071106,0,0
-0.07781,0.0048176,-2.1904,0,-0
0.14969,0.0028412,4.5008,0,-0
-0.14729,0.0005885,0.054315,-0,-0
-0.010176,0.00037528,-0.73734,0,-0
-0.2521,0.004364,-0.88597,0,-0
0.014194,0.00016369,0.053002,0,0
0.016228,0.00014556,0.14221,-0,0
-0.032017,0.00049457,0.98979,0,-0
-0.014123,0.00029653,-0.30593,0,-0
0.023355,0.14231,2.3437,0,-0
-0.027557,0.00011408,0.20659,0,0
-0.11252,0.01754,4.2654,-0,-0
0.017903,0.00072274,4.5541,0,-0
0.039399,4.5679e-05,1.069,0,-0
-0.32783,-0.00028139,-0.97482,0,0
0.0078277,-9.0448e-05,-0.88437,0,-0
-0.065423,-0.0010225,2.3971,0,-0
-0.01805,0.0033001,-5.0041,0,-0
-0.0038218,0.015379,-5.0047,0,0
0.034706,0.0023357,-0.1591,0,0
0.023512,5.7188e-05,-0.35304,0,0
0.0031678,0.054622,-4.657,0,-0
-0.083303,0.00092688,0.058671,0,-0
-0.0064048,-0.00055003,5.7104,0,0
-0.01908,0.0001151,-0.14541,0,-0
-0.12827,0.00040104,-0.47522,0,0
0.026256,0.0027216,-0.30266,0,-0
-0.10267,-0.0018209,-2.8244,0,-0
0.13632,-4.5903e-05,-0.023262,0,0
-0.092224,0.00033047,-0.25485,0,0
-0.2809,-8.2277e-06,0.99699,-0,-0
0.0041808,-0.00041381,5.5,0,-0
-0.017079,0.00048504,-0.14149,-0,-0
-0.017389,0.00029523,-0.41448,-0,-0
0.018737,-4.0171e-05,0.93874,0,-0
-0.057103,0.0087682,4.5462,-0,-0
-0.010108,0.0025651,0.11485,0,0
0.099182,0.00014741,0.33463,0,-0
-0.011243,0.00013893,0.030169,0,0
-0.015282,0.0013667,-4.6639,0,0
0.014877,0.00025691,0.055873,0,0
0.06806,0.016274,-5.3467,0,-0
0.013022,0.00021735,-0.26015,0,0
0.01594,0.020191,4.1915,0,-0
0.067502,0.0052136,5.0093,0,0
0.048123,0.058959,-4.2083,0,0
-0.059063,0.0015224,-1.8582,0,-0
-0.12799,0.017318,-3.2277,0,-0
0.012404,6.8078e-05,0.30683,-0,0
-0.012404,0.00015063,-0.30683,0,0
0.26345,0.0035988,-0.97098,0,0
-0.011826,0.00024768,-0.15174,0,-0
0.053551,0.00022263,1.5256,-0,0
-0.061741,0.0012565,-5.4609,0,-0
-0.049285,0.0052463,-2.6854,0,-0
-0.040733,0.00013287,-0.50264,0,-0
0.1044,0.012071,-3.0882,0,0
-0.0053686,0.0010819,2.7039,0,-0
0.025452,0.00016516,0.26101,0,0
0.009015,4.4669e-05,0.59553,0,0
-0.038138,0.010894,-5.5185,0,-0
-0.028968,4.8317e-05,-0.39574,0,-0
-0.029112,-8.1775e-05,0.74435,0,0
-0.12973,0.0026603,-4.8432,0,-0
-0.027399,0.0075579,4.8465,0,-0
0.059887,0.0094786,-4.8262,-0,0
-0.0090704,0.00021259,-0.733,0,-0
0.08606,0.0028277,0.73301,0,-0
